GeneID	GSM7992864	GSM7992865	GSM7992866	GSM7992867	GSM7992868	GSM7992869	GSM7992870	GSM7992871	GSM7992872	GSM7992873	GSM7992874	GSM7992875
101927872	49	2	34	2	23	12	8	6	6	4	8	4
10656	690	156	524	68	641	248	166	139	135	71	98	56
107986978	0	0	0	0	0	0	0	0	0	0	0	0
107986979	0	0	0	0	0	0	0	0	0	0	0	0
105375775	0	0	0	0	0	0	0	0	0	0	0	0
107986980	0	5	0	2	0	0	0	0	0	0	0	0
107986905	0	0	0	0	0	0	0	0	0	0	0	0
101927915	0	0	0	0	0	0	0	0	0	0	0	0
105375776	0	0	0	0	0	0	0	0	0	0	0	0
401478	0	0	0	0	0	0	0	0	0	0	0	0
51059	0	0	1	0	0	0	0	0	0	0	0	0
169044	3	1	0	0	0	0	0	0	0	0	0	0
51305	0	0	0	0	0	0	1	0	0	0	0	0
105375777	0	0	0	0	0	0	0	0	0	0	0	0
83696	957	545	758	438	612	507	1085	1030	447	568	759	409
107986981	2	0	0	2	0	3	0	0	0	0	0	1
105375781	0	0	0	0	0	0	0	0	0	0	0	0
359809	2	0	1	1	8	4	5	11	7	5	11	5
105375779	0	0	0	0	1	0	1	0	1	0	1	0
105375782	0	0	1	0	1	0	0	0	0	0	0	0
54108	1054	481	814	299	858	540	694	617	405	381	624	505
27161	2463	1238	1787	837	1809	2479	1511	1374	1034	816	1330	1276
107986982	6	0	0	0	2	1	2	0	1	0	0	1
5747	4648	2610	3690	1868	3904	4135	4185	4134	2778	2240	3445	2921
442893	0	0	0	0	0	0	0	0	0	0	0	0
105375783	0	0	1	0	1	2	1	1	1	0	0	0
105375784	3	0	1	0	0	0	0	2	0	2	1	0
101927963	49	22	45	16	28	31	53	46	20	19	32	31
22898	1275	329	1252	280	968	628	523	540	283	166	303	231
105375785	106	24	105	15	94	57	48	41	28	15	28	24
57210	260	156	241	125	203	276	498	472	313	300	366	324
105375787	3	4	1	1	1	1	3	4	1	1	2	3
731779	0	0	0	0	0	0	2	7	0	0	0	0
2843	0	0	0	0	0	0	303	249	108	10	33	12
101928037	0	0	0	0	1	1	0	0	0	0	0	0
105375790	0	0	0	0	0	0	2	0	0	0	0	0
11156	60	24	23	20	13	18	531	489	188	135	193	60
389690	0	0	0	0	0	0	0	2	1	0	0	0
107983985	1	0	0	0	0	0	3	1	0	0	0	0
105375789	0	0	0	0	0	0	0	0	0	0	0	0
105375791	0	0	0	0	0	0	0	0	0	0	0	0
100302147	0	0	0	0	0	0	0	0	0	0	0	0
100616268	0	0	0	0	0	0	0	0	0	0	0	0
105375792	0	0	0	0	0	0	0	0	0	0	0	0
619434	0	0	0	0	0	0	0	0	0	0	0	0
203062	226	126	181	114	133	122	351	362	132	263	380	222
107986983	0	0	0	0	0	0	0	0	0	0	0	0
575	0	0	0	1	0	0	6	3	2	7	20	29
23237	7	0	0	0	2	0	0	4	0	2	2	1
101928087	0	0	0	0	0	0	0	0	0	0	0	0
8629	817	300	732	273	631	596	870	840	501	550	843	712
8000	16	4	9	4	5	3	5	4	3	2	3	5
54742	270	19	224	9	175	29	6	3	4	2	5	8
100288181	93	5	76	3	73	11	2	6	4	2	3	2
51337	447	172	303	98	212	185	212	168	76	108	174	104
57152	0	0	0	0	0	0	0	0	0	0	0	0
137797	0	0	0	0	0	0	0	0	0	0	0	0
111188157	8	1	3	2	4	5	10	4	1	10	10	9
432355	0	0	0	0	0	0	1	0	0	0	0	0
66004	102	56	65	53	71	53	129	102	37	192	260	115
8581	0	0	0	0	0	0	0	0	0	0	0	0
2765	0	0	0	0	0	0	0	0	0	0	0	0
1584	0	0	0	0	0	0	0	0	0	0	0	0
1585	0	0	0	0	0	0	0	0	0	0	0	0
105375794	0	0	0	0	0	0	0	0	0	0	0	0
100133669	6	4	4	3	1	0	14	17	4	12	6	7
100128627	4	2	1	2	3	2	4	1	3	2	2	4
4061	4050	2758	3070	1492	2596	2072	7284	6930	2881	4193	6800	3773
286122	10	55	17	25	5	36	48	25	17	18	32	29
105375795	1	10	4	8	1	6	6	5	8	4	5	8
101928108	0	0	0	0	0	0	0	0	0	0	0	0
4062	0	0	0	0	0	0	0	0	0	0	0	0
107986906	0	0	0	0	0	0	0	0	0	0	0	0
338328	2	0	0	0	0	0	0	0	0	0	0	0
286128	419	250	333	203	287	308	375	357	189	346	458	406
2738	182	144	172	96	114	124	329	361	110	167	319	222
100507316	50	21	45	14	19	24	85	79	28	35	68	17
79943	240	150	224	80	174	210	204	195	132	171	208	187
116447	836	592	645	356	449	571	515	543	293	497	705	484
78998	9	5	4	5	5	6	17	21	3	12	4	5
114822	28	12	33	16	13	6	91	89	31	28	50	39
107986984	1	1	3	3	0	2	5	4	3	3	2	5
104326051	0	1	0	0	0	0	0	1	0	0	2	1
389692	0	1	0	0	0	1	0	4	1	3	5	2
23144	1038	544	855	286	770	680	803	794	408	568	873	703
109623485	0	0	0	0	0	0	0	0	0	0	0	0
79792	1234	619	1082	450	773	671	456	483	321	396	650	545
100310756	75	48	47	35	49	39	83	65	23	57	102	44
642475	52	34	58	31	41	43	206	155	29	57	87	75
93100	1269	491	1094	349	674	437	453	510	236	260	366	243
1936	9939	5863	7936	3965	6736	7005	8345	7977	4437	5704	8622	6838
84948	499	350	424	210	333	306	714	645	281	422	597	414
65263	484	275	553	208	483	659	257	204	216	229	339	509
7264	2794	1452	2361	957	2371	2236	1015	988	739	940	1424	1450
105375798	4	4	2	3	3	1	1	8	2	2	4	5
9831	670	482	531	332	606	562	716	657	346	471	789	542
105375799	0	0	0	0	0	0	1	1	0	0	0	0
286075	225	171	246	143	196	209	254	232	113	189	252	242
286076	3	1	3	1	2	1	11	14	4	5	9	9
100130274	0	0	0	0	0	0	0	0	0	0	0	0
101928160	1	0	0	0	1	1	0	1	0	2	2	2
225689	14	6	17	2	10	17	133	122	56	39	109	50
286077	597	407	799	363	784	936	603	563	206	513	834	662
100616318	6	6	3	6	5	2	15	8	0	3	5	6
100128338	7	11	5	8	9	16	39	32	16	34	32	21
105375800	0	1	0	0	0	0	1	0	0	1	1	1
642574	0	1	1	1	0	1	1	0	0	0	1	0
23513	4028	1787	3655	1281	3145	3158	1911	1862	1609	1745	2924	2954
100126338	52	13	43	13	29	31	23	19	19	21	31	35
22827	4646	2295	3963	1608	3363	3938	2998	2776	2065	2487	3870	3531
107986985	61	31	48	21	41	47	46	46	25	40	51	46
340371	1618	1036	1586	1027	1672	1770	1849	1827	850	1340	2162	1871
102466748	10	3	11	3	5	6	10	12	6	10	10	24
83481	10	5	6	9	11	19	11	7	13	7	7	17
5339	49172	44114	47323	39029	49328	70722	22266	21445	17100	25478	42154	52316
724031	0	0	1	0	0	0	0	0	0	0	0	0
84875	370	340	318	251	269	320	302	266	229	157	268	152
2907	5525	5347	4894	3440	4573	5562	8689	8081	3448	6544	9662	6904
375686	0	1	0	0	0	0	1	4	0	0	0	0
392275	0	0	0	0	1	0	0	2	0	1	1	0
26873	439	735	370	469	204	314	811	776	317	472	735	399
102465509	1	2	0	0	0	0	0	2	0	0	1	2
54512	461	270	356	191	286	485	402	374	240	281	504	550
102465510	3	0	0	1	0	1	1	2	0	0	1	0
8733	3351	2190	3180	1485	2448	2758	3017	2892	1513	2018	3267	2737
1537	2941	1652	2429	1070	1992	2432	2124	2043	1231	1638	2442	1994
81858	1448	890	1202	610	1099	1182	1693	1523	702	1007	1502	1336
84232	3065	1873	2268	1137	1924	2173	3369	3171	1419	1734	2892	2220
340390	4	2	9	5	7	3	21	28	1	13	27	21
51236	833	404	760	289	659	863	444	458	325	363	546	587
727957	996	614	1020	514	880	919	1454	1313	564	1066	1630	1144
23246	2310	911	2019	647	1639	2337	903	905	690	894	1541	1939
102465906	1	1	1	0	2	3	2	2	1	0	0	2
642658	107	50	87	38	72	87	151	124	46	70	135	99
3297	3239	2050	2609	1269	2301	2532	3342	3124	1416	2262	3647	2662
8694	838	442	684	333	508	597	759	801	306	468	697	560
102465511	15	9	13	7	8	12	19	20	5	11	13	8
83482	0	2	0	0	0	0	2	2	0	0	1	2
340393	36	18	56	18	43	42	28	15	7	21	33	33
26233	436	164	515	177	364	438	203	187	105	171	268	286
79581	2359	1747	2321	1101	1956	2460	2248	2067	1179	1607	2717	2232
101928902	0	0	1	0	0	0	0	0	0	0	0	0
203054	289	141	270	111	217	247	185	180	109	132	186	175
29894	3789	1588	3518	1176	2875	2659	4100	3974	2281	2514	4046	3702
100126351	36	18	36	12	39	32	41	54	21	28	52	38
100302196	0	0	1	0	0	0	1	0	0	0	0	0
102466749	1	0	0	1	2	1	1	2	0	0	2	0
55630	233	138	205	64	169	149	9	8	6	9	17	25
51160	1822	1065	1633	818	1378	1357	1959	1824	840	1228	1913	1451
4796	863	169	720	155	625	610	280	271	294	166	335	453
100287098	67	20	64	12	39	53	27	32	28	15	33	45
102466271	0	0	1	0	1	0	0	0	1	1	0	1
50626	812	505	622	352	505	567	1248	1212	481	820	1229	924
113218512	1	1	1	1	0	1	1	0	0	0	1	1
90990	334	203	365	241	310	252	739	706	252	502	859	494
8928	59	35	49	36	54	38	122	111	33	92	152	75
84988	578	309	529	209	390	480	672	592	228	442	730	545
101928953	127	62	113	62	109	108	153	155	76	92	155	109
2875	12	13	16	9	4	8	50	59	23	22	29	41
113655	407	266	312	181	236	296	669	647	214	550	877	646
9401	1169	203	992	168	789	777	233	224	255	164	310	442
9684	786	367	723	300	518	589	945	926	347	597	987	672
441381	178	107	171	82	94	91	266	249	80	151	255	173
414919	789	528	644	331	503	411	793	796	310	523	925	749
80728	179	112	148	89	118	157	232	205	160	196	267	265
100996662	2	5	6	3	1	3	5	5	5	2	12	2
90987	418	275	414	213	411	336	683	707	388	381	658	559
107986986	3	2	3	2	3	4	7	7	2	1	1	4
105375805	0	1	0	1	3	2	1	2	4	2	0	2
80778	91	54	87	43	69	89	106	113	66	74	99	65
6132	37101	24171	28306	14353	25534	25025	32048	30672	16774	22085	35044	25295
102465978	1	1	3	1	3	2	1	4	1	1	1	3
340385	128	100	103	77	84	85	251	260	95	115	202	121
100130027	56	70	30	44	32	55	180	203	55	90	116	58
7553	478	309	403	254	421	397	470	413	292	352	500	365
28991	578	399	505	304	414	556	544	493	236	454	671	511
58500	190	110	159	83	149	146	242	241	120	137	182	151
7564	179	111	114	72	144	121	259	236	119	146	217	126
286101	328	267	289	179	264	233	367	327	257	281	459	326
286102	52	21	47	21	57	37	36	33	19	18	59	40
286103	3	4	2	2	3	2	6	8	6	5	6	1
65265	1404	613	1197	452	1175	1002	1332	1297	729	844	1219	1044
100287596	3	1	6	0	7	3	9	10	9	3	12	9
100287171	676	296	710	354	618	631	615	652	379	426	633	586
107987041	0	0	0	0	0	0	0	0	0	0	0	1
100422831	0	0	0	0	0	0	0	0	0	0	0	0
654835	0	0	0	0	0	0	0	1	0	0	0	0
101929127	1	1	1	1	0	1	1	1	1	0	1	2
101929179	0	2	0	0	0	0	0	0	0	0	0	0
2298	6	0	2	0	2	2	1	1	0	2	1	3
55871	781	381	614	279	681	498	426	358	272	308	454	370
105375942	2	1	4	2	4	4	1	3	2	1	1	4
105375943	0	0	0	0	0	0	1	0	0	0	0	0
81704	1	2	1	3	4	6	2	1	0	0	2	1
157983	0	1	1	0	0	0	0	0	0	0	1	0
105375945	0	0	0	0	0	0	0	0	0	0	0	0
112268042	0	0	0	0	0	0	0	0	0	0	0	0
23189	834	313	534	222	558	613	1571	1562	928	789	1225	1010
105375947	0	0	0	0	0	0	0	0	0	0	0	0
107987042	12	6	13	2	13	9	7	12	6	6	13	9
105375949	0	0	0	0	0	0	0	0	0	0	0	0
1761	0	0	0	0	0	0	0	0	0	0	1	0
58524	0	0	0	0	0	0	0	0	0	0	0	0
10655	0	0	0	0	0	0	2	1	2	1	8	3
102800446	0	0	0	0	0	0	0	0	0	0	0	0
102723803	0	0	0	0	0	0	0	0	0	0	0	0
105375951	0	0	0	0	0	0	0	0	0	0	0	0
105375953	0	0	0	0	0	0	0	0	0	0	0	0
105375952	0	0	0	0	0	0	0	0	0	0	0	0
6595	2670	1369	2244	1038	2489	1962	1380	1360	1076	878	1413	1284
107987043	2	1	5	2	1	5	0	3	2	1	3	2
105375955	0	0	0	0	0	0	0	0	0	0	0	0
101930053	0	1	1	3	1	0	0	2	0	1	1	1
105375956	0	0	0	0	0	0	0	0	0	0	0	0
101930048	0	1	0	0	0	0	0	1	0	0	1	0
401491	13	24	6	8	1	1	13	10	5	14	17	6
7436	356	474	189	235	109	29	365	338	95	224	319	68
105375957	5	13	6	2	2	0	7	7	1	3	8	3
169522	3	0	2	1	0	0	0	1	0	0	0	3
9933	1959	1050	1531	728	1647	1745	905	837	976	870	1299	1349
101929247	0	0	0	0	0	0	0	0	0	0	0	0
105375959	0	0	0	0	0	0	0	0	0	0	0	0
5991	204	104	137	52	133	101	179	179	124	73	102	77
101929302	3	4	0	5	1	3	7	3	4	1	6	6
105375962	0	0	0	0	0	0	0	0	0	0	0	0
169792	721	666	595	502	502	732	646	597	426	439	568	367
84850	20	13	11	10	9	15	19	14	11	13	15	6
105375964	0	0	0	0	0	0	0	0	0	0	0	0
107986989	13	3	4	6	4	11	11	9	8	7	7	4
6505	39	50	6	80	3	228	297	252	176	186	359	317
55064	49	26	37	19	37	37	55	36	22	35	60	40
403313	327	211	259	139	254	258	333	304	179	180	303	264
101929351	7	2	1	1	2	3	8	3	1	5	5	2
55664	429	308	332	176	384	360	445	364	235	304	370	353
50808	2229	732	1517	484	1737	871	2290	2073	1077	1179	1709	1300
10171	448	240	364	191	321	391	213	173	199	182	289	256
406894	0	0	0	0	0	0	0	0	0	0	0	0
3717	584	397	413	260	557	443	560	519	418	301	417	372
11172	0	0	0	0	0	0	0	0	0	0	0	0
107987044	0	1	0	0	1	2	0	0	0	0	0	0
3641	0	0	0	1	1	0	14	12	0	2	2	2
6013	1	1	1	0	4	2	19	22	7	4	3	1
6019	1	1	1	0	3	2	13	20	5	2	2	1
55848	971	457	831	271	873	547	338	308	225	279	432	264
29126	2135	1487	2336	1020	2714	1824	163	133	227	216	278	426
80380	1049	1134	920	899	1500	1110	272	264	501	657	972	1012
57589	2038	1552	1618	1082	1787	1684	2230	2151	1380	1306	1939	1838
79956	1640	912	1382	602	1228	818	2722	2507	1292	1904	2684	1105
158358	1021	593	804	484	936	869	1138	1052	643	659	1017	840
2315	9	9	3	3	8	12	3	4	5	1	8	9
100616288	7	4	3	2	3	4	3	5	1	3	4	4
26953	1240	622	955	390	1165	1016	1123	1071	737	830	1196	1244
90865	3	21	0	46	2	55	44	35	60	15	30	43
107987046	15	13	13	8	15	18	15	16	6	12	17	10
89882	0	0	0	0	0	1	0	0	0	0	0	0
115426	2074	793	1678	543	2156	1425	976	891	602	961	1393	1275
2731	91	12	32	1	13	8	5	5	3	14	12	9
105375968	0	1	1	0	0	0	0	1	0	1	0	0
23081	631	551	542	359	556	561	620	592	309	344	597	434
105375969	0	0	0	0	0	0	0	0	0	0	0	1
105375970	0	0	0	0	0	0	0	2	0	0	0	0
102723994	0	0	0	0	0	0	0	0	0	0	0	0
90871	949	636	761	428	717	832	1454	1390	580	986	1490	1013
105375971	0	0	0	0	0	0	0	0	0	0	0	0
5789	54	7	4	0	0	1	1502	1540	815	1180	1576	862
101929407	0	0	0	0	0	0	14	17	9	16	25	8
105375972	0	0	0	0	0	0	0	0	0	0	0	0
101929428	0	0	0	0	0	0	0	0	0	0	0	0
102724027	0	0	0	0	0	0	0	0	0	0	0	0
105375974	0	0	0	0	0	0	0	0	0	0	0	0
105375975	0	0	0	0	0	0	0	0	0	0	0	0
101929446	0	0	0	0	0	0	0	0	0	0	0	0
105375976	0	0	0	0	0	0	0	0	0	0	0	0
7306	100	193	138	99	54	32	218	213	345	3	2	6
101929467	7	10	7	5	4	3	2	2	2	3	4	5
286343	176	398	114	219	87	177	648	685	222	205	328	135
106635615	0	0	0	0	0	0	1	1	0	0	0	0
107987047	0	0	0	0	0	0	0	0	0	0	0	0
8777	2441	1500	2391	1216	2570	2466	2320	2297	1755	1283	1810	1680
401492	8	3	7	3	15	8	0	0	0	0	0	0
105375977	0	0	0	0	0	0	0	0	0	0	0	0
101929507	1	0	0	0	0	0	0	0	0	0	0	0
100113404	0	0	0	0	0	0	0	0	0	0	0	0
4781	2618	999	2063	717	2312	1523	243	243	124	111	194	257
100009607	0	0	0	0	0	0	0	0	0	0	0	0
340481	567	361	537	250	781	573	277	218	276	201	250	394
9350	0	0	0	0	0	0	0	0	0	0	0	0
158326	4	0	1	0	2	3	102	111	116	1	4	0
105375979	0	0	0	0	0	0	0	0	0	0	0	0
105375980	3	0	3	1	4	0	4	3	6	2	9	4
389705	2	0	3	0	0	0	0	0	1	0	0	0
105375981	43	30	25	23	37	27	13	18	13	21	24	31
158219	417	370	366	307	365	340	265	282	168	326	404	361
6619	1997	1555	1523	934	1875	1739	2290	2173	1448	1351	1861	1539
11168	2732	981	1799	552	1886	1317	1330	1222	1175	670	869	891
107987048	0	0	0	0	0	0	0	0	0	0	0	0
203238	64	35	48	29	46	49	41	61	30	59	60	47
107987049	0	0	0	0	0	0	0	0	0	0	0	0
100129385	0	0	0	0	0	0	0	1	0	0	1	2
54796	1213	471	777	396	834	882	1720	1673	1265	979	1410	1626
111216284	31	17	32	6	13	16	14	19	11	5	14	30
105375983	0	0	0	0	0	0	0	0	0	0	0	0
54875	802	332	589	210	656	432	432	423	350	232	307	333
107987051	0	0	0	0	0	0	0	0	0	0	0	1
6456	0	0	0	2	0	4	4	3	1	1	6	2
105375987	0	0	0	0	0	0	0	0	0	0	0	0
92949	3096	1476	2027	1054	1732	1389	1054	1004	321	5922	9040	6228
107986990	0	0	0	0	0	0	0	0	0	0	0	0
105369293	1	0	0	0	0	0	0	0	0	0	0	2
100422869	0	0	0	0	0	0	0	0	0	0	0	0
102724102	42	23	32	19	32	20	22	29	6	102	152	108
105375985	2	0	2	3	2	1	0	0	0	4	6	3
158297	102	64	72	32	40	65	86	73	23	61	113	73
10670	2913	2076	2369	1282	2265	2459	2674	2374	1221	1939	2984	2316
54801	1605	634	1201	388	1483	1184	884	822	741	613	783	963
677776	0	0	2	0	0	0	1	0	1	0	0	1
123	1517	987	1037	649	1120	969	3169	2967	1151	2253	3274	2302
55667	1602	884	1297	609	1550	1199	1170	1148	618	762	1073	810
6194	37178	26357	28735	15799	28507	23466	34647	33342	18147	24942	37837	23071
340485	135	115	153	93	268	209	179	194	182	83	135	144
105375988	0	0	0	0	0	0	0	0	0	0	0	0
25769	0	0	0	0	1	2	1	0	1	0	0	0
4300	306	250	212	152	197	214	547	511	336	454	632	465
100616229	0	0	0	0	0	0	0	0	0	0	0	0
100616441	0	0	0	0	0	0	0	0	0	0	0	0
107987052	0	0	0	0	0	0	0	0	2	0	0	0
54914	2255	1108	1948	881	1893	2036	2400	2275	1608	1691	2459	2067
101929548	2	2	1	0	0	0	3	2	1	0	1	2
574444	0	1	0	0	0	0	1	0	0	0	0	0
109616992	0	0	0	0	0	0	0	0	0	0	0	0
401494	453	272	225	185	267	312	494	503	197	400	541	329
105375989	0	0	0	0	0	0	1	0	1	0	0	0
3456	0	0	0	0	0	0	0	0	0	0	0	0
3467	0	0	0	0	0	0	1	0	0	0	0	0
3452	0	0	0	0	0	0	0	0	0	0	0	0
3441	0	0	0	0	0	0	0	0	0	0	0	0
3444	0	0	0	0	0	0	0	0	0	0	0	0
3446	0	0	0	0	0	0	0	0	0	0	0	0
3449	0	0	0	0	0	0	0	0	0	0	0	0
3451	0	0	0	0	0	0	0	0	0	0	0	0
3448	0	0	0	0	0	0	0	0	0	0	0	0
107987053	0	0	1	0	1	0	0	0	0	0	0	0
3453	0	0	0	0	0	0	0	0	0	0	0	0
3442	0	0	0	0	0	0	0	0	0	0	0	0
55958	2171	1536	1823	937	2005	1864	2327	2183	1318	1768	2379	2057
3443	0	0	0	0	0	0	0	0	0	0	0	0
3447	0	0	0	0	0	0	0	0	0	0	0	0
3440	0	0	0	0	0	0	0	0	0	0	0	0
3445	0	0	0	0	0	0	2	0	0	0	0	0
3439	0	0	0	0	0	2	0	0	0	0	1	1
554202	116	127	108	97	125	174	174	170	97	181	243	173
338376	4	4	6	6	8	11	3	5	1	4	9	8
407035	0	0	0	0	0	0	0	0	0	0	0	0
107987026	0	0	0	0	0	0	1	0	0	0	1	0
4507	1302	656	1016	440	1113	1069	835	682	565	603	957	915
51198	0	0	0	1	0	0	1	1	1	1	4	3
1029	1277	1117	462	745	609	1438	1881	1820	893	1870	2940	2300
100048912	21	16	22	13	17	31	52	42	52	20	38	24
1030	1346	1391	664	721	962	1435	1812	1672	1967	1375	1920	1852
63951	15	2	1	1	0	2	44	33	17	24	27	45
441389	5	2	1	1	0	0	9	11	6	4	10	7
107987054	0	0	0	0	0	0	0	0	0	0	0	0
105375990	0	0	0	0	0	0	0	0	0	0	0	0
107987055	0	0	0	0	0	0	0	0	0	0	0	0
105369298	0	0	0	0	0	0	0	0	0	0	0	0
101929563	0	0	0	0	0	0	1	3	4	5	1	2
1993	9	0	0	2	0	0	43	42	29	43	54	24
105375992	0	0	0	0	0	0	0	0	1	0	1	0
105375993	0	0	0	0	0	0	0	0	0	0	0	0
105375994	0	0	0	0	0	0	1	0	0	0	0	0
100129669	0	0	0	0	0	0	1	1	0	0	0	0
107987056	0	0	0	0	0	0	0	0	0	0	0	0
105375996	0	0	0	0	0	0	0	0	0	0	0	0
105375997	0	0	0	0	0	0	0	0	0	0	0	0
286319	91	36	36	21	19	51	327	247	108	202	329	192
101929582	0	0	0	0	0	0	0	0	0	0	0	0
100506422	0	0	0	0	0	0	0	0	0	0	0	0
107987027	0	0	0	0	0	0	0	1	0	0	0	0
105375999	0	0	0	0	0	0	0	0	0	0	0	0
105369289	0	0	0	0	0	0	0	0	0	0	0	0
105376000	0	1	0	0	2	1	0	0	2	0	0	0
107987028	0	0	0	0	0	1	0	0	0	0	0	0
79886	534	328	429	172	474	377	406	391	265	256	353	293
9373	2052	1186	1499	826	1905	1840	1938	1931	1197	1392	1973	1726
80173	550	250	410	161	477	288	512	487	289	329	470	391
101929602	0	0	0	0	0	0	2	0	0	0	0	0
64922	2	3	1	0	0	2	0	0	0	0	0	2
7010	3862	757	2829	489	3781	1036	870	833	1067	454	682	945
158035	0	0	0	0	1	1	0	0	0	0	0	0
54586	0	0	0	0	0	0	0	1	0	0	0	0
79817	6	4	3	2	2	12	63	76	21	5	9	15
105376001	0	0	0	0	0	0	0	0	0	0	0	0
56832	0	0	0	0	0	0	0	0	0	0	0	0
112268043	4	2	4	3	4	8	5	4	0	2	4	5
107987057	4	3	7	3	10	12	9	9	1	1	4	3
203228	272	172	244	95	266	242	212	158	109	105	157	119
105376002	0	0	0	0	0	0	0	0	0	0	0	0
158038	6	1	1	1	0	0	1106	1036	394	165	193	142
105376004	0	0	0	0	0	0	0	0	1	0	0	0
105376003	0	0	0	0	0	0	0	0	0	0	0	0
100126310	0	0	0	0	0	0	0	0	0	0	0	0
100126316	0	0	0	0	0	0	0	0	0	0	0	0
105376005	0	0	0	0	0	0	0	0	0	0	0	0
401497	0	0	0	0	0	0	0	0	0	0	0	0
107987029	0	0	0	0	0	0	0	0	0	0	0	0
105376009	0	0	0	0	0	0	0	0	0	0	0	0
101929620	0	0	0	0	0	0	0	0	0	0	0	0
105376010	0	0	0	0	0	0	0	0	0	0	0	0
105376013	0	0	0	0	0	0	0	0	0	0	0	0
105376011	0	0	0	0	0	0	0	0	0	0	0	0
107987059	0	0	0	0	0	0	0	0	0	0	0	0
48	8283	7186	8183	5508	7168	7765	3487	3337	2796	2795	4221	3288
23586	852	541	647	435	867	979	347	354	306	278	516	465
10210	1030	668	866	437	1026	889	846	829	580	596	922	694
100129250	80	40	58	26	58	68	112	100	38	67	119	72
4712	1180	637	864	369	841	789	695	618	446	577	779	701
105376015	0	0	0	0	0	0	0	0	0	0	0	0
138474	7	4	4	3	4	10	6	6	6	2	7	2
105376017	0	0	0	0	0	0	0	0	0	0	0	0
105376016	0	0	0	0	0	0	0	0	0	0	0	0
401498	0	0	0	0	0	0	0	0	0	0	0	0
107987060	0	0	0	1	0	0	0	0	0	0	0	0
54840	1011	562	872	465	810	829	716	669	426	538	714	542
3301	5933	3451	4717	2254	5259	5386	4358	4229	3801	3941	5763	4109
55234	2053	1204	1545	814	1595	1558	1647	1545	1062	1126	1713	1440
113219452	0	0	0	0	0	0	0	0	0	0	0	1
2683	8366	7838	6889	5643	7233	8432	10678	10077	4724	7765	11820	8514
101929639	195	168	156	110	111	184	255	218	74	178	288	205
27290	1	0	0	0	0	0	0	0	1	0	0	0
573	917	329	812	260	657	712	659	597	353	402	707	530
51510	1597	1231	1233	690	1512	1291	1806	1661	913	1282	1720	1384
4799	1617	931	1368	628	1342	1171	1454	1309	784	983	1423	1107
105376018	8	6	9	2	11	11	8	8	4	6	9	7
364	1	0	0	0	0	0	1	2	6	1	0	2
105376020	0	0	0	0	0	0	1	0	0	0	0	0
360	23	11	15	7	8	19	39	45	32	27	50	53
65083	2363	1223	1969	928	2008	2996	1564	1481	1290	1385	2210	2975
102465512	1	0	0	0	0	2	0	0	1	0	2	3
107987061	0	0	0	0	1	0	0	0	0	0	0	0
441394	29	14	21	15	22	22	33	21	15	11	23	28
441459	12	2	4	4	10	32	32	31	23	18	27	42
6962	0	0	0	0	0	0	1	0	0	0	1	0
304	2224	1335	1674	1184	2620	2128	1061	973	1046	942	1452	1309
6959	0	0	0	0	0	0	0	0	0	0	0	0
246283	0	0	0	0	0	0	0	0	0	0	0	0
28552	0	0	0	0	0	0	0	0	0	0	0	0
6961	0	0	0	0	0	0	0	0	0	0	0	0
6960	0	0	0	0	0	0	0	0	0	0	0	0
11191	188	124	141	79	153	145	256	243	108	84	138	121
101243555	0	0	0	0	0	0	17	11	4	7	7	8
246286	0	0	0	0	0	0	0	0	0	0	0	0
246285	0	0	0	0	0	0	4	7	3	3	9	9
101929688	1	0	4	1	0	0	1	0	0	1	0	0
5646	119	111	173	99	145	308	3	5	2	18	22	36
6958	0	0	0	0	0	0	0	0	0	0	0	0
54926	3967	2777	2900	1666	2749	2869	5118	4869	2287	2783	4041	2683
55833	2205	1158	1832	859	1839	1946	1412	1392	955	1041	1620	1688
101340252	1	1	1	0	1	2	0	1	0	0	0	1
100113379	1	0	0	0	0	0	0	0	0	0	0	0
25853	1361	710	1021	502	1028	1025	1250	1245	678	859	1200	922
51271	1623	1179	1108	845	1242	1225	1740	1646	861	1237	2043	1531
114224	1	0	0	0	0	3	0	0	0	0	0	0
347240	531	171	396	123	407	368	187	205	190	141	220	239
318	652	162	588	134	533	220	673	680	369	416	617	404
57462	489	253	338	203	419	501	677	628	347	647	934	674
84688	6	5	5	3	5	8	5	2	6	5	5	8
203259	1480	1145	1226	796	1124	1433	1275	1252	609	1262	2096	1260
27019	1	0	1	1	1	0	0	2	0	1	0	0
375704	2	1	1	0	0	0	1	1	0	3	4	4
1271	0	0	0	1	0	0	8	4	3	1	2	1
415056	0	0	0	0	0	0	0	0	0	0	0	0
105376023	0	0	0	0	0	1	0	0	0	0	0	0
138716	259	209	212	112	194	199	311	307	130	189	263	256
11258	1568	823	1183	549	1142	1116	1377	1311	704	958	1569	1147
138715	17	8	11	6	7	13	13	13	2	6	4	6
10280	4675	2248	3752	1497	3875	3764	3482	3350	1977	2982	4806	3543
2592	382	230	430	169	365	307	747	636	310	338	562	466
3590	227	110	237	105	187	195	806	769	382	370	589	458
10850	1	0	1	1	0	1	1	3	1	1	3	1
730098	31	33	40	21	23	33	59	51	18	42	50	34
107987063	26	21	19	9	21	21	29	26	9	17	35	16
6363	0	0	0	0	0	0	0	0	0	0	0	0
6366	0	0	0	0	0	0	0	0	0	0	0	0
